Imagen,Ruta,Alas,Puertas,Motores,Color
1455320.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
1346116.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Blanco
2003241.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
0440054.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Perla
1204271.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
0875560.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Rojo
1351340.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
2240254.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Rojo
0918557.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
0944208.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
2171061.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
1098956.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
0233765.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Blanco
0500443.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Perla
2236360.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
1879981.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
0337951.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
1351195.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Blanco
2124340.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Blanco
0279936.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
0960135.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Blanco
1522867.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Blanco
0774035.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Perla
1364712.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Gris
1085194.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Rojo
1414395.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
1794564.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Perla
1033590.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Perla
0939510.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
2260054.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Perla
0967838.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Rojo
0773222.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Gris
0280348.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
1940180.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
1543648.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1931897.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Gris
2049579.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Rojo
0434345.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Perla
0771762.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Gris
1404391.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Gris
1196802.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Gris
0610659.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
1534869.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
0573367.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
0875344.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
0962825.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
0772253.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
1522562.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
0958085.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Blanco
1373821.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Perla
0883339.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Gris
1055698.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
0978113.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
0977928.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
1048528.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
0602228.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Gris
0975825.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Gris
0422859.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
0174884.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Gris
0573369.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
0704643.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Blanco
1461334.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
1649868.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Rojo
1619369.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Blanco
0800871.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Rojo
0458675.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
1654709.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Rojo
0953525.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Perla
1535841.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Gris
1287590.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Rojo
1336323.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
2021848.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
0586259.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
0336316.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Gris
1455902.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Perla
1383371.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
0576251.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
1023003.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
0548477.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Blanco
0492493.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
0735009.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1278429.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
1036801.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Blanco
1284221.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
1586905.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
1941127.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
1255008.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
1010452.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Perla
0059107.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
0362859.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Perla
2184006.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Gris
0235626.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Rojo
1633873.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Blanco
0855449.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Perla
1567620.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Perla
1037465.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Blanco
0184899.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
1616482.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
0712062.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
0275729.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Gris
0996526.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
0942395.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Rojo
2192666.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Gris
1379571.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Gris
2201197.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Rojo
0662509.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Rojo
1784292.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
0136184.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Blanco
1355445.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Gris
1337508.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Gris
1700606.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Perla
0848069.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Blanco
0454583.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Rojo
0523218.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
0313724.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Rojo
0870126.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
2031889.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
2123951.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Gris
1204184.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
0340217.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Rojo
0130598.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Blanco
